citetext,wikihandle,year,citeid,done,datevar,issuevar,volumevar,yearvar,refvar,manual_date
he made his debut for theatlanta bravesin {{by|2003}} when he had a solid 4.00earned run average|eraover 29 starts. at the end of his rookie season he was selected to thehttp://findarticles.com/p/articles/mi_m0fci/is_12_62/ai_110471518/pg_8/ baseball digest all-star rookie team. he got off to an excellent start in {{by|2004}} with a 2.39 era in the first nine starts before he suffered a shoulder injury initially thought minor but which eventually sidelined him for the rest of the season except for one september relief appearance.,Horacio_Ram%C3%ADrez,2011,1207,0,,,,,,NA
he made mlb debut on june 23 1993 in his third pro season & began year with pawtucket & pitched a one-hit 7-inning shutout in 1st aaa start on april 10 at columbus and was 4-0 1.98 in final 6 starts & was purchased from pawtucket on june 22 and defeated minnesota 3-1 in ml debut on june 23 at fenway park (7 ip 5 h 1 r 0 er) &was 6-0 2.72 (15 er/49.2 ip) in his 1st 8 mlb starts the 3rd red sox rookie to ever win as many as his 1st 6 decisions & streak ended on aug. 12 against new york yankees & had 7 consecutive no decisions aug. 22-sept. 22 despite a 2.38 era in that span & fanned 11 on sept. 28 vs. detroit tigers & allowed 3 or fewer earned runs in all 18 starts & held opponents to .237 batting average .229 vs. lefthanders & despite making only 18 starts was selected as the al rookie pitcher of the year by the sporting news and the red sox rookie of the year. he finished 3rd in bbwaa al rookie of the year voting and was named to major league rookie all-star team by baseball digest & also named international league pitcher of the year and the starting pitcher on the ils post-season all-star team by baseball america.,Aaron_Sele,2006,1211,0,,,,,,NA
he made news of a different sort according tobaseball digestin the early 1960s when he was boarding an airplane to fly to a site for an old-timersgame. he insisted on bringing his own bat in a gun case.,Earl_Averill,2010,1212,0,,,,,,NA
he made news of a different sort according tobaseball digestin the early 1960s when he was boarding an airplane to fly to a site for an old-timersgame. he insisted on bringing his own bat which was no big deal. the problem was that he insisted on bringing it in a gun case!,Earl_Averill,2009,1213,0,,,,,,NA
he signed a minor league deal including an invitation to spring training with thenew york metsbefore the 2010 season.<ref name=mets/>with thethyroiddisease of metsstarterjos reyes (shortstop)|jos reyes adams was one of three contenders to temporarily replace reyes along withalex coraandruben tejada.<ref name=nybaseball1>silva mike.http://nybaseballdigest.com/?p=22174 thoughts on the reyes situationny baseball digest. march 11 2010.(retrieved 2010-03-12.)</ref>adams is considered an upgradeoffensivelyfrom cora and the unknown tejada but no better adefensivereplacement (careeruzr/150 of -13.5) than the other two.italics added.<ref name=nybaseball1/>however adams did not make the team out of spring training.<ref name=cut1>costa brian.http://www.nj.com/mets/index.ssf/2010/04/mets_cut_six_players_as_openin.html mets cut six players as opening day roster finally takes shapestar-ledger. april 2 2010.(retrieved 2010-04-16.)</ref><ref name=cut2>lennon david.http://www.newsday.com/sports/baseball/mets/on-the-mets-beat-1.812057/mets-cut-six-after-friday-s-game-roster-all-but-set-1.1844400 mets cut six after fridays game roster all but setnewsday. april 2 2010.(retrieved 2010-04-16.)</ref>adams was earmarked for buffalo.<ref name=cut3>chastain bill.http://newyork.mets.mlb.com/news/article.jsp?ymd=20100402&content_id=9059698&vkey=news_nym&fext=.jsp&c_id=nym figueroa carter among metssix cutsnew york mets. april 2 2010.(retrieved 2010-04-16.)</ref>,Russ_Adams,2010,1226,0,,,,,,2010
he signed a minor league deal including an invitation to spring training with thenew york metsbefore the 2010 season.<ref name=mets/>with thethyroiddisease of metsstarterjos reyes (shortstop)|jos reyes adams was one of three contenders to temporarily replace reyes along withalex coraandrubn tejada.<ref name=nybaseball1>silva mike.http://nybaseballdigest.com/?p=22174 thoughts on the reyes situationny baseball digest. march 11 2010. (retrieved 2010-03-12)</ref>adams is considered an upgradeoffensivelyfrom cora and the unknown tejada but no better adefensivereplacement (careeruzr/150 of -13.5) than the other two.italics added.<ref name=nybaseball1/>however adams did not make the team out of spring training.<ref name=cut1>costa brian.http://www.nj.com/mets/index.ssf/2010/04/mets_cut_six_players_as_openin.html mets cut six players as opening day roster finally takes shapestar-ledger. april 2 2010. (retrieved 2010-04-16)</ref><ref name=cut2>lennon david.http://www.newsday.com/sports/baseball/mets/on-the-mets-beat-1.812057/mets-cut-six-after-friday-s-game-roster-all-but-set-1.1844400 mets cut six after fridays game roster all but setnewsday. april 2 2010. (retrieved 2010-04-16)</ref>adams was earmarked for buffalo.<ref name=cut3>chastain bill.http://newyork.mets.mlb.com/news/article.jsp?ymd=20100402&content_id=9059698&vkey=news_nym&fext=.jsp&c_id=nym figueroa carter among metssix cutsnew york mets. april 2 2010. (retrieved 2010-04-16)</ref>,Russ_Adams,2013,1227,0,,,,,,2010
he was given good playing time in {{by|1888}} by the cowboys playing in 116 games but his batting average slid further down to .216<ref name=retrosheet/>but the season was not uneventful. onjune 13 hehit for the cycle<ref name=cycle>{{cite web|title=cycle hitters|work=baseball digest nov. 2005|url=http://findarticles.com/p/articles/mi_m0fci/is_9_64/ai_n15657364/pg_3|accessdate=2008-03-15 }}</ref> and he was given the managerial reigns which lasted 58 games and 21 wins.<ref name=retrosheet/>,Sam_Barkley,2008,1239,0,,,,,,2005
he was released by the indians after 2011spring training.<ref>http://thebaseballdigest.wordpress.com/2011/03/27/down-on-the-farm-trent-baker-released/ trent baker releasedaustralian baseball digest</ref>,Trent_Baker,2013,1247,0,,,,,,NA
he would eventually tiewillie keelers single season national league record at 44 games; but on august 1 the streak came to an end asgene garberof theatlanta bravesstruck out rose in the ninth inning. the competitive rose was sour after the game blasting garber and the braves for treating the situation like it was the ninth inning of the 7th game of theworld seriesand adding thatphil niekrowould have given me a fastball to hit.<ref>http://www.findarticles.com/p/articles/mi_m0fci/is_2_63/ai_112167128 former reliever gene garber recalls 19-year career and his role in baseball history - where are they now? - atlanta braves pitcher|baseball digest|find articles at bnet.com<!-- bot generated title --></ref>,Pete_Rose,2009,1255,0,,,,,,NA
he would eventually tiewillie keelers single season national league record at 44 games; but on august 1 the streak came to an end asgene garberof theatlanta braves|bravesstruck out rose in the ninth inning. the competitive rose was sour after the game blasting garber and the braves for treating the situation like it was the ninth inning of the 7th game of theworld seriesand adding thatphil niekrowould have given me a fastball to hit.<ref>http://www.findarticles.com/p/articles/mi_m0fci/is_2_63/ai_112167128 former reliever gene garber recalls 19-year career and his role in baseball history - where are they now? - atlanta braves pitcher|baseball digest|find articles at bnet.com<!-- bot generated title --></ref>,1978_Cincinnati_Reds_season,2009,1257,0,,,,,,NA
helton was invited to his first careermajor league baseball all-star gamein 2000.<ref name=rockiesbio2000 /> .he also received national leagueplayer of the monthhonors for may and august. he finished fifth in voting for themajor league baseball most valuable player award|mvp award. however theassociated pressthe sporting news usa baseball alumni andbaseball digestall named helton the mlb player of the year.<ref name=rockiesbio2000 />buck oneiland thenegro leagues baseball museumpresented helton with the walter fenner buck leonard legacy award.<ref name=rockiesbio2000 /> helton was also given the team-honored version of theroberto clementeman of year award for his community contributions to eastern tennessee.<ref name=rockiesbio2000 /> furthermore he was the national league winner of the second annualhank aaron award.<ref name=rockiesbio2000 /> for all of his success the colorado rockies rewarded helton with a nine-year $141.5 million dollar contract in april 2001 that took effect in 2003.<ref>http://www.rockymountainnews.com/drmn/mlb/article/02777drmn_23924_568115900.html ringolsby: team-by-team report : rockies : the rocky mountain news<!-- bot generated title --></ref>,Todd_Helton,2010,1263,0,,,,,,NA
